case	game	suite	category	source_authority	game_pair	runtime_model	pass	failure_class	score	groundedness	groundedness_failures	latency_ms	first_answer_token_ms	latency_budget	tokens	cached_input_tokens	guardrail_cost_usd	provider_cost_usd	tools	retries	loops	trace	langsmith_trace	error
gh2-monster-cave-bear-elite-level-7	gloomhaven-2e	table-qa	monster-stats	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		2355	2354	-	3/100/5550	0	0.0500	0.0015	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/92081725-08c2-4a8e-bf94-14b6aea26c5e/r/019f3088-f0c0-7000-8000-01f6643549c2?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/92081725-08c2-4a8e-bf94-14b6aea26c5e/r/019f3088-f0c0-7000-8000-01f6643549c2?poll=true	-
gh2-item-007-poison-dagger	gloomhaven-2e	table-qa	items	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		2537	2536	-	3/104/5554	0	0.0500	0.0016	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/92081725-08c2-4a8e-bf94-14b6aea26c5e/r/019f3088-fe7c-7000-8000-01850c056558?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/92081725-08c2-4a8e-bf94-14b6aea26c5e/r/019f3088-fe7c-7000-8000-01850c056558?poll=true	-
gh2-item-010-simple-bow	gloomhaven-2e	table-qa	items	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		1894	1892	-	3/102/5550	0	0.0500	0.0015	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/92081725-08c2-4a8e-bf94-14b6aea26c5e/r/019f3089-0d5f-7000-8000-038f70299767?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/92081725-08c2-4a8e-bf94-14b6aea26c5e/r/019f3089-0d5f-7000-8000-038f70299767?poll=true	-
gh2-monster-cave-bear-normal-level-2	gloomhaven-2e	table-qa	monster-stats	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		2247	2246	-	3/100/5550	0	0.0500	0.0015	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/92081725-08c2-4a8e-bf94-14b6aea26c5e/r/019f3089-1adc-7000-8000-03d9c1d9db84?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/92081725-08c2-4a8e-bf94-14b6aea26c5e/r/019f3089-1adc-7000-8000-03d9c1d9db84?poll=true	-
gh2-battle-goal-accountant	gloomhaven-2e	table-qa	battle-goals	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		3988	3986	-	6/171/7790	0	0.0500	0.0026	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/92081725-08c2-4a8e-bf94-14b6aea26c5e/r/019f3089-2727-7000-8000-03aac9c3a89d?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/92081725-08c2-4a8e-bf94-14b6aea26c5e/r/019f3089-2727-7000-8000-03aac9c3a89d?poll=true	-
gh2-monster-bandit-archer-normal-level-2	gloomhaven-2e	table-qa	monster-stats	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		2002	2001	-	3/103/5556	0	0.0500	0.0016	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/92081725-08c2-4a8e-bf94-14b6aea26c5e/r/019f3089-3beb-7000-8000-0298446e9a25?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/92081725-08c2-4a8e-bf94-14b6aea26c5e/r/019f3089-3beb-7000-8000-0298446e9a25?poll=true	-
gh2-monster-ability-bloated-victim-rotting-embrace	gloomhaven-2e	table-qa	monster-abilities	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		8026	8024	-	9/430/19593	5456	0.0500	0.0065	3	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/92081725-08c2-4a8e-bf94-14b6aea26c5e/r/019f3089-478a-7000-8000-03f08afaf86e?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/92081725-08c2-4a8e-bf94-14b6aea26c5e/r/019f3089-478a-7000-8000-03f08afaf86e?poll=true	-
gh2-monster-ability-ancient-artillery-long-shot	gloomhaven-2e	table-qa	monster-abilities	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	tool	1	pass		13734	13731	-	11/634/45899	21730	0.0500	0.0095	5	0	4	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/92081725-08c2-4a8e-bf94-14b6aea26c5e/r/019f3089-6c35-7000-8000-02860bc2ae91?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/92081725-08c2-4a8e-bf94-14b6aea26c5e/r/019f3089-6c35-7000-8000-02860bc2ae91?poll=true	-
gh2-item-003-hide-armor	gloomhaven-2e	table-qa	items	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		2711	2709	-	3/102/5550	0	0.0500	0.0015	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/92081725-08c2-4a8e-bf94-14b6aea26c5e/r/019f3089-a64c-7000-8000-02df4b667785?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/92081725-08c2-4a8e-bf94-14b6aea26c5e/r/019f3089-a64c-7000-8000-02df4b667785?poll=true	-
gh2-character-mat-soultether	gloomhaven-2e	table-qa	character-mats	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	tool	1	pass		16470	13473	-	11/775/43722	31322	0.0500	0.0116	5	0	6	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/92081725-08c2-4a8e-bf94-14b6aea26c5e/r/019f3089-b5b4-7000-8000-024e490cdbed?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/92081725-08c2-4a8e-bf94-14b6aea26c5e/r/019f3089-b5b4-7000-8000-024e490cdbed?poll=true	-
gh2-monster-ancient-artillery-elite-level-5	gloomhaven-2e	table-qa	monster-stats	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		2296	2295	-	3/100/5550	0	0.0500	0.0015	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/92081725-08c2-4a8e-bf94-14b6aea26c5e/r/019f3089-fbcf-7000-8000-004a5592cdbb?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/92081725-08c2-4a8e-bf94-14b6aea26c5e/r/019f3089-fbcf-7000-8000-004a5592cdbb?poll=true	-
gh2-scenario-10-mountain-pass	gloomhaven-2e	table-qa	scenarios	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		8059	8057	-	6/357/7975	0	0.0500	0.0054	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/92081725-08c2-4a8e-bf94-14b6aea26c5e/r/019f308a-08db-7000-8000-02acbd57b007?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/92081725-08c2-4a8e-bf94-14b6aea26c5e/r/019f308a-08db-7000-8000-02acbd57b007?poll=true	-
gh2-rule-wound	gloomhaven-2e	table-qa	rulebook	rulebook		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		16298	10166	-	7/473/21267	5443	0.0500	0.0071	1	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/92081725-08c2-4a8e-bf94-14b6aea26c5e/r/019f308a-2eb8-7000-8000-026868bddaea?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/92081725-08c2-4a8e-bf94-14b6aea26c5e/r/019f308a-2eb8-7000-8000-026868bddaea?poll=true	-
gh2-character-ability-cragheart-opposing-strike	gloomhaven-2e	table-qa	character-abilities	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	tool	0.8	pass		7783	7780	-	7/366/14834	5456	0.0500	0.0055	2	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/92081725-08c2-4a8e-bf94-14b6aea26c5e/r/019f308a-7386-7000-8000-01e6152ca067?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/92081725-08c2-4a8e-bf94-14b6aea26c5e/r/019f308a-7386-7000-8000-01e6152ca067?poll=true	-
gh2-monster-living-spirit-elite-level-7-hp	gloomhaven-2e	table-qa	monster-stats	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		2059	2058	-	3/100/5552	0	0.0500	0.0015	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/92081725-08c2-4a8e-bf94-14b6aea26c5e/r/019f308a-98f6-7000-8000-0317fa6f7f57?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/92081725-08c2-4a8e-bf94-14b6aea26c5e/r/019f308a-98f6-7000-8000-0317fa6f7f57?poll=true	-
gh2-scenario-8-barrow-lair	gloomhaven-2e	table-qa	scenarios	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	0.8	pass		2083	2082	-	3/98/5561	0	0.0500	0.0015	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/92081725-08c2-4a8e-bf94-14b6aea26c5e/r/019f308a-a5ae-7000-8000-030a423e2cf0?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/92081725-08c2-4a8e-bf94-14b6aea26c5e/r/019f308a-a5ae-7000-8000-030a423e2cf0?poll=true	-
gh2-character-ability-bruiser-trample	gloomhaven-2e	table-qa	character-abilities	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	tool	1	pass		7988	7986	-	7/311/14753	5455	0.0500	0.0047	2	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/92081725-08c2-4a8e-bf94-14b6aea26c5e/r/019f308a-b455-7000-8000-02c4884851f6?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/92081725-08c2-4a8e-bf94-14b6aea26c5e/r/019f308a-b455-7000-8000-02c4884851f6?poll=true	-
gh2-item-002-winged-shoes	gloomhaven-2e	table-qa	items	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		2407	2406	-	3/104/5554	0	0.0500	0.0016	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/92081725-08c2-4a8e-bf94-14b6aea26c5e/r/019f308a-d7aa-7000-8000-012a2b6d0cb3?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/92081725-08c2-4a8e-bf94-14b6aea26c5e/r/019f308a-d7aa-7000-8000-012a2b6d0cb3?poll=true	-
gh2-scenario-4-crypt-damned	gloomhaven-2e	table-qa	scenarios	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		2043	2042	pass	3/98/5554	0	0.0500	0.0015	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/92081725-08c2-4a8e-bf94-14b6aea26c5e/r/019f308a-e724-7000-8000-0362aab8bc0c?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/92081725-08c2-4a8e-bf94-14b6aea26c5e/r/019f308a-e724-7000-8000-0362aab8bc0c?poll=true	-
gh2-monster-city-archer-normal-level-2	gloomhaven-2e	table-qa	monster-stats	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		2103	2101	-	3/101/5552	0	0.0500	0.0015	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/92081725-08c2-4a8e-bf94-14b6aea26c5e/r/019f308a-f42d-7000-8000-01b6888dac8c?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/92081725-08c2-4a8e-bf94-14b6aea26c5e/r/019f308a-f42d-7000-8000-01b6888dac8c?poll=true	-
gh2-scenario-3-frozen-hollow	gloomhaven-2e	table-qa	scenarios	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	0.8	pass		2382	2381	-	3/98/5561	0	0.0500	0.0015	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/92081725-08c2-4a8e-bf94-14b6aea26c5e/r/019f308a-ffe0-7000-8000-030cec65e830?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/92081725-08c2-4a8e-bf94-14b6aea26c5e/r/019f308a-ffe0-7000-8000-030cec65e830?poll=true	-
gh2-rule-looting-definition	gloomhaven-2e	table-qa	rulebook	rulebook		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		26132	14987	-	7/1128/21853	5440	0.0500	0.0169	1	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/92081725-08c2-4a8e-bf94-14b6aea26c5e/r/019f308b-0fdb-7000-8000-00c3c4632213?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/92081725-08c2-4a8e-bf94-14b6aea26c5e/r/019f308b-0fdb-7000-8000-00c3c4632213?poll=true	-
gh2-character-mat-bruiser	gloomhaven-2e	table-qa	character-mats	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	tool	1	pass		12637	8593	-	10/613/27504	11109	0.0500	0.0092	3	0	3	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/92081725-08c2-4a8e-bf94-14b6aea26c5e/r/019f308b-7cbe-7000-8000-00fdab8f5efe?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/92081725-08c2-4a8e-bf94-14b6aea26c5e/r/019f308b-7cbe-7000-8000-00fdab8f5efe?poll=true	-
gh2-scenario-9-ruinous-rift	gloomhaven-2e	table-qa	scenarios	structured-data		langgraph:anthropic:claude-sonnet-4-6	fail	answer_quality	0.6	pass		6545	6543	-	6/297/7976	0	0.0500	0.0045	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/92081725-08c2-4a8e-bf94-14b6aea26c5e/r/019f308b-b28d-7000-8000-01663333c491?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/92081725-08c2-4a8e-bf94-14b6aea26c5e/r/019f308b-b28d-7000-8000-01663333c491?poll=true	-
gh2-monster-bandit-scout	gloomhaven-2e	table-qa	monster-stats	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		3064	3063	-	3/102/5556	0	0.0500	0.0015	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/92081725-08c2-4a8e-bf94-14b6aea26c5e/r/019f308b-d388-7000-8000-01d7983b3dff?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/92081725-08c2-4a8e-bf94-14b6aea26c5e/r/019f308b-d388-7000-8000-01d7983b3dff?poll=true	-
gh2-scenario-5-forgotten-crypt	gloomhaven-2e	table-qa	scenarios	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	0.8	pass		2454	2452	-	3/98/5561	0	0.0500	0.0015	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/92081725-08c2-4a8e-bf94-14b6aea26c5e/r/019f308b-e732-7000-8000-00fe0b8793e6?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/92081725-08c2-4a8e-bf94-14b6aea26c5e/r/019f308b-e732-7000-8000-00fe0b8793e6?poll=true	-
gh2-rule-long-rest-steps	gloomhaven-2e	table-qa	rulebook	rulebook		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		19845	10786	-	7/709/21614	5448	0.0500	0.0106	1	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/92081725-08c2-4a8e-bf94-14b6aea26c5e/r/019f308b-f7c3-7000-8000-02d212bf29c0?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/92081725-08c2-4a8e-bf94-14b6aea26c5e/r/019f308b-f7c3-7000-8000-02d212bf29c0?poll=true	-
gh2-battle-goal-ascetic	gloomhaven-2e	table-qa	battle-goals	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		4776	4775	-	6/170/7789	0	0.0500	0.0026	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/92081725-08c2-4a8e-bf94-14b6aea26c5e/r/019f308c-4b58-7000-8000-034ec7d90cda?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/92081725-08c2-4a8e-bf94-14b6aea26c5e/r/019f308c-4b58-7000-8000-034ec7d90cda?poll=true	-
gh2-item-013-element-potion	gloomhaven-2e	table-qa	items	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		2672	2670	-	3/103/5552	0	0.0500	0.0016	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/92081725-08c2-4a8e-bf94-14b6aea26c5e/r/019f308c-6322-7000-8000-003f1dabc04e?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/92081725-08c2-4a8e-bf94-14b6aea26c5e/r/019f308c-6322-7000-8000-003f1dabc04e?poll=true	-
gh2-item-winged-shoes	gloomhaven-2e	table-qa	items	structured-data		langgraph:anthropic:claude-sonnet-4-6	fail	latency_budget	1	pass		3110	3109	fail	3/100/5555	0	0.0500	0.0015	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/92081725-08c2-4a8e-bf94-14b6aea26c5e/r/019f308c-75d3-7000-8000-0345ab6fa9e5?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/92081725-08c2-4a8e-bf94-14b6aea26c5e/r/019f308c-75d3-7000-8000-0345ab6fa9e5?poll=true	-
gh2-character-mat-bladewarm	gloomhaven-2e	table-qa	character-mats	structured-data		langgraph:anthropic:claude-sonnet-4-6	fail	answer_quality	0.2	pass		26261	20856	-	12/969/58211	38398	0.0500	0.0145	6	0	7	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/92081725-08c2-4a8e-bf94-14b6aea26c5e/r/019f308c-8673-7000-8000-03c393c457de?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/92081725-08c2-4a8e-bf94-14b6aea26c5e/r/019f308c-8673-7000-8000-03c393c457de?poll=true	-
gh2-rule-scenario-level	gloomhaven-2e	table-qa	rulebook	rulebook		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		24135	13703	-	7/1161/22430	5444	0.0500	0.0174	1	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/92081725-08c2-4a8e-bf94-14b6aea26c5e/r/019f308c-f30b-7000-8000-000a9385a1ca?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/92081725-08c2-4a8e-bf94-14b6aea26c5e/r/019f308c-f30b-7000-8000-000a9385a1ca?poll=true	-
gh2-monster-living-bones-immunity	gloomhaven-2e	table-qa	monster-stats	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	tool	1	pass		7881	7878	-	7/378/15956	5443	0.0500	0.0057	3	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/92081725-08c2-4a8e-bf94-14b6aea26c5e/r/019f308d-57d6-7000-8000-02467a2785e1?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/92081725-08c2-4a8e-bf94-14b6aea26c5e/r/019f308d-57d6-7000-8000-02467a2785e1?poll=true	-
gh2-personal-quest-02-inn-to-hospitality	gloomhaven-2e	table-qa	personal-quests	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	tool	1	pass		9214	9212	-	8/384/21389	11098	0.0500	0.0058	3	0	3	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/92081725-08c2-4a8e-bf94-14b6aea26c5e/r/019f308d-7b15-7000-8000-01e57be120a2?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/92081725-08c2-4a8e-bf94-14b6aea26c5e/r/019f308d-7b15-7000-8000-01e57be120a2?poll=true	-
gh2-rule-poison	gloomhaven-2e	table-qa	rulebook	rulebook		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		20135	11055	-	7/775/21443	5443	0.0500	0.0116	1	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/92081725-08c2-4a8e-bf94-14b6aea26c5e/r/019f308d-a4c5-7000-8000-03db91cca557?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/92081725-08c2-4a8e-bf94-14b6aea26c5e/r/019f308d-a4c5-7000-8000-03db91cca557?poll=true	-
gh2-personal-quest-01-political-intrigue	gloomhaven-2e	table-qa	personal-quests	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	tool	1	pass		11186	11182	-	8/428/21465	11095	0.0500	0.0064	3	0	3	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/92081725-08c2-4a8e-bf94-14b6aea26c5e/r/019f308d-f8b2-7000-8000-0226bb31df86?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/92081725-08c2-4a8e-bf94-14b6aea26c5e/r/019f308d-f8b2-7000-8000-0226bb31df86?poll=true	-
gh2-character-mat-cragheart	gloomhaven-2e	table-qa	character-mats	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	tool	1	pass		20647	16900	-	13/773/49179	32131	0.0500	0.0116	5	0	6	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/92081725-08c2-4a8e-bf94-14b6aea26c5e/r/019f308e-29da-7000-8000-037bb4c2af2c?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/92081725-08c2-4a8e-bf94-14b6aea26c5e/r/019f308e-29da-7000-8000-037bb4c2af2c?poll=true	-
gh2-monster-chaos-demon-normal-level-0	gloomhaven-2e	table-qa	monster-stats	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		2072	2070	-	3/102/5554	0	0.0500	0.0015	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/92081725-08c2-4a8e-bf94-14b6aea26c5e/r/019f308e-7f95-7000-8000-00a8e911322b?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/92081725-08c2-4a8e-bf94-14b6aea26c5e/r/019f308e-7f95-7000-8000-00a8e911322b?poll=true	-
gh2-item-014-studded-leather	gloomhaven-2e	table-qa	items	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		2060	2059	-	3/104/5554	0	0.0500	0.0016	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/92081725-08c2-4a8e-bf94-14b6aea26c5e/r/019f308e-8c04-7000-8000-005422642f5b?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/92081725-08c2-4a8e-bf94-14b6aea26c5e/r/019f308e-8c04-7000-8000-005422642f5b?poll=true	-
gh2-scenario-1-bandit-camp	gloomhaven-2e	table-qa	scenarios	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	0.8	pass		2192	2191	-	3/98/5561	0	0.0500	0.0015	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/92081725-08c2-4a8e-bf94-14b6aea26c5e/r/019f308e-98cc-7000-8000-0341ecbc16dc?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/92081725-08c2-4a8e-bf94-14b6aea26c5e/r/019f308e-98cc-7000-8000-0341ecbc16dc?poll=true	-
gh2-character-ability-nightshroud-spirit-of-the-night	gloomhaven-2e	table-qa	character-abilities	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	tool	0.8	pass		7702	7700	-	7/311/14782	5458	0.0500	0.0047	2	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/92081725-08c2-4a8e-bf94-14b6aea26c5e/r/019f308e-a7f5-7000-8000-0234d13b2b60?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/92081725-08c2-4a8e-bf94-14b6aea26c5e/r/019f308e-a7f5-7000-8000-0234d13b2b60?poll=true	-
gh2-character-ability-mindthief-submissive-affliction	gloomhaven-2e	table-qa	character-abilities	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	tool	0.8	pass		6768	6764	-	7/348/14901	5460	0.0500	0.0052	2	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/92081725-08c2-4a8e-bf94-14b6aea26c5e/r/019f308e-ccc9-7000-8000-037048c4a0cb?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/92081725-08c2-4a8e-bf94-14b6aea26c5e/r/019f308e-ccc9-7000-8000-037048c4a0cb?poll=true	-
gh2-monster-ability-bandit-scout-music-note2-solo-bandit-scout-music-note2-solo	gloomhaven-2e	table-qa	monster-abilities	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		10131	7242	-	9/431/19776	5464	0.0500	0.0065	2	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/92081725-08c2-4a8e-bf94-14b6aea26c5e/r/019f308e-f262-7000-8000-00f64aa2d4e5?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/92081725-08c2-4a8e-bf94-14b6aea26c5e/r/019f308e-f262-7000-8000-00f64aa2d4e5?poll=true	-
